Father_Occupation,Mother_Occupation,Application_Mode,Father_Qualification,Mother_Qualification,GDP,Scholarship_Holder,Inflation_Rate,Debtor,Application_Order,Target
9,9,1,37,37,1.74,1,1.4,0,1,1
9,9,1,1,1,-1.7,1,3.7,0,5,1
8,4,44,38,37,0.79,1,-0.3,0,1,1
8,4,17,19,12,0.79,0,-0.3,0,1,1
5,2,1,1,5,2.02,0,0.6,0,1,1
5,4,1,38,1,-0.92,0,0.3,0,1,1
10,4,17,1,12,0.79,0,-0.3,0,3,1
5,5,1,19,19,-4.06,1,2.8,0,1,1
9,9,16,37,38,-0.92,1,0.3,0,2,1
10,4,1,19,39,-0.92,1,0.3,0,1,1
4,8,51,37,37,3.51,0,1.4,0,1,1
5,7,1,37,19,-0.92,1,0.3,0,1,1
0,0,1,38,38,0.32,0,2.6,0,1,1
4,4,39,1,1,0.32,0,2.6,0,1,1
2,90,39,1,34,0.32,0,2.6,0,1,1
4,3,18,1,3,1.74,1,1.4,0,2,1
1,1,39,3,3,-3.12,0,-0.8,0,1,1
10,4,17,19,19,-4.06,0,2.8,0,4,1
6,6,44,37,19,0.79,1,-0.3,1,1,1
144,191,17,19,19,3.51,1,1.4,0,4,1
4,2,1,38,3,1.74,1,1.4,0,1,1
8,9,17,38,19,1.79,1,0.5,0,2,1
3,3,1,1,1,1.79,0,0.5,0,1,1
10,4,17,1,1,1.79,0,0.5,0,4,1
7,5,1,38,19,-3.12,0,-0.8,0,1,1
7,9,17,38,38,2.02,0,0.6,0,4,1
9,9,1,37,38,1.74,1,1.4,0,2,1
9,4,1,19,19,-4.06,1,2.8,0,1,1
5,5,17,19,1,2.02,0,0.6,0,4,1
90,90,1,11,11,0.32,0,2.6,0,3,1
1,2,51,19,3,2.02,0,0.6,1,1,1
8,4,17,19,19,2.02,1,0.6,0,2,1
7,5,17,38,38,-3.12,1,-0.8,0,4,1
3,4,1,38,1,2.02,0,0.6,0,1,1
6,3,1,19,19,-0.92,1,0.3,0,1,1
5,3,1,19,41,2.02,0,0.6,0,1,1
9,5,1,38,19,1.79,1,0.5,0,1,1
9,7,42,37,37,1.74,1,1.4,0,1,1
1,5,1,1,1,-0.92,0,0.3,0,1,1
9,9,43,37,37,0.32,0,2.6,0,4,1
8,5,1,19,19,-0.92,0,0.3,0,1,1
9,9,43,37,1,0.32,0,2.6,0,1,1
6,9,1,1,1,0.79,0,-0.3,1,1,1
7,7,1,38,38,1.79,0,0.5,0,1,1
10,9,1,38,37,-1.7,0,3.7,0,1,1
9,4,1,37,34,-3.12,1,-0.8,0,1,1
7,7,44,37,38,0.79,0,-0.3,0,1,1
1,2,7,3,41,1.79,0,0.5,1,1,1
7,7,1,38,38,-3.12,1,-0.8,0,4,1
10,9,17,1,3,0.79,0,-0.3,0,1,1
5,3,17,9,2,0.32,0,2.6,0,1,1
9,9,39,37,37,1.79,0,0.5,0,1,1
2,1,39,3,3,-0.92,0,0.3,0,1,1
5,7,1,19,19,-3.12,0,-0.8,0,1,1
6,6,39,37,37,1.74,0,1.4,0,1,1
9,9,39,37,37,-1.7,0,3.7,0,1,1
8,9,43,19,19,1.79,1,0.5,0,1,1
7,9,1,38,37,0.32,1,2.6,1,1,1
5,4,17,1,19,2.02,0,0.6,0,1,1
9,9,39,37,38,0.79,0,-0.3,0,1,1
1,4,17,38,19,1.74,0,1.4,0,4,1
8,9,53,37,19,3.51,1,1.4,0,1,1
5,7,1,38,37,-4.06,1,2.8,0,1,1
8,4,1,38,19,0.32,1,2.6,0,4,1
195,191,1,37,38,3.51,1,1.4,0,1,1
4,9,43,39,37,-0.92,0,0.3,0,1,1
7,4,17,19,1,-4.06,1,2.8,0,1,1
192,141,39,37,1,0.79,0,-0.3,0,1,1
4,4,1,1,1,1.79,1,0.5,0,1,1
5,5,1,19,19,-4.06,1,2.8,0,1,1
1,2,53,4,3,3.51,0,1.4,0,1,1
0,0,1,34,34,0.32,0,2.6,0,1,1
9,9,1,37,37,0.32,0,2.6,0,1,1
9,9,39,37,37,1.74,0,1.4,0,1,1
7,7,44,37,37,0.79,1,-0.3,0,1,1
3,4,17,19,1,2.02,0,0.6,0,2,1
9,4,1,1,1,1.74,1,1.4,0,4,1
10,3,51,19,3,1.79,0,0.5,0,1,1
6,4,44,37,38,0.79,1,-0.3,0,1,1
5,5,17,37,37,1.74,0,1.4,0,1,1
9,3,1,19,1,-1.7,0,3.7,0,1,1
9,3,7,19,1,0.79,0,-0.3,0,1,1
9,9,39,19,1,3.51,0,1.4,0,1,1
4,4,17,19,1,-4.06,0,2.8,0,1,1
7,7,1,19,19,1.74,1,1.4,0,2,1
8,4,39,1,19,1.74,0,1.4,0,1,1
10,4,1,1,1,0.79,0,-0.3,0,3,1
6,6,7,37,37,1.79,0,0.5,0,1,1
7,9,1,38,1,3.51,1,1.4,0,1,1
90,90,1,37,37,0.32,0,2.6,0,1,1
9,9,1,1,1,-4.06,0,2.8,0,1,1
9,9,1,37,37,0.32,1,2.6,0,4,1
8,2,1,1,2,2.02,1,0.6,0,1,1
3,4,42,2,1,0.32,0,2.6,0,1,1
3,3,1,1,3,-3.12,0,-0.8,0,6,1
3,5,17,2,19,1.79,0,0.5,0,6,1
3,9,1,37,37,0.32,0,2.6,0,1,1
7,3,1,38,38,2.02,0,0.6,0,4,1
10,4,17,38,19,2.02,0,0.6,0,1,1
9,9,1,38,37,1.74,1,1.4,0,3,1
8,7,39,37,37,-4.06,1,2.8,0,1,1
8,6,17,38,38,1.79,1,0.5,0,2,1
8,4,1,19,1,-4.06,0,2.8,0,1,1
5,5,1,19,19,-1.7,1,3.7,0,6,1
5,4,1,37,19,-1.7,1,3.7,0,1,1
9,9,39,37,37,0.32,0,2.6,0,1,1
3,9,17,38,19,-1.7,0,3.7,0,6,1
8,7,1,19,19,1.74,1,1.4,0,5,1
1,1,17,19,19,-3.12,0,-0.8,0,1,1
3,9,1,19,37,1.79,1,0.5,0,1,1
1,2,1,1,3,0.79,1,-0.3,0,1,1
7,9,1,19,1,2.02,0,0.6,0,2,1
5,5,18,37,38,1.74,0,1.4,0,1,1
8,9,1,37,37,1.74,1,1.4,0,4,1
5,7,1,19,19,-4.06,0,2.8,0,2,1
7,4,17,37,19,-3.12,0,-0.8,0,4,1
99,99,39,34,34,0.32,0,2.6,0,1,1
9,4,39,19,1,3.51,0,1.4,0,1,1
7,5,17,37,37,-0.92,1,0.3,0,1,1
2,3,1,3,3,-1.7,0,3.7,0,1,1
7,5,51,19,19,2.02,1,0.6,0,1,1
3,2,17,1,3,-4.06,0,2.8,0,1,1
5,3,39,1,3,1.79,0,0.5,1,1,1
0,0,43,34,34,-3.12,1,-0.8,0,6,1
8,4,1,38,19,-3.12,1,-0.8,0,5,1
9,4,17,37,37,-1.7,1,3.7,0,1,1
9,9,17,37,1,1.74,1,1.4,0,3,1
7,9,1,38,19,0.79,1,-0.3,0,1,1
9,9,1,19,19,0.32,0,2.6,0,2,1
5,3,1,19,1,0.32,0,2.6,0,1,1
3,3,1,1,3,-0.92,0,0.3,0,1,1
4,4,1,1,1,0.79,0,-0.3,0,1,1
1,1,18,19,1,-1.7,1,3.7,0,6,1
5,9,1,19,1,1.79,1,0.5,0,3,1
9,7,17,37,1,1.74,1,1.4,0,1,1
7,9,17,37,37,-4.06,1,2.8,0,3,1
5,5,1,38,38,0.79,1,-0.3,0,3,1
8,3,1,1,19,0.79,0,-0.3,0,1,1
5,5,1,37,37,1.79,0,0.5,0,1,1
2,3,1,3,1,0.32,0,2.6,0,6,1
3,4,17,19,1,2.02,0,0.6,0,1,1
7,9,17,38,19,-0.92,0,0.3,0,1,1
7,7,17,38,38,-3.12,0,-0.8,0,1,1
9,9,17,38,38,2.02,0,0.6,0,2,1
7,7,1,1,37,-1.7,1,3.7,0,2,1
3,9,1,1,19,-1.7,0,3.7,0,2,1
0,0,39,34,34,0.32,0,2.6,0,2,1
4,9,39,19,37,3.51,0,1.4,0,1,1
5,5,1,1,37,1.74,1,1.4,0,6,1
9,2,17,19,3,-3.12,0,-0.8,0,1,1
8,2,15,37,3,0.79,0,-0.3,0,1,1
9,9,18,1,1,1.74,1,1.4,0,3,1
10,2,39,1,3,-3.12,0,-0.8,0,1,1
3,2,1,2,4,1.74,0,1.4,0,2,1
2,2,44,4,4,-4.06,0,2.8,0,1,1
4,4,43,3,3,0.79,0,-0.3,0,1,1
4,4,17,19,3,-4.06,0,2.8,0,1,1
9,3,44,38,19,1.79,0,0.5,0,1,1
5,5,39,19,19,-0.92,0,0.3,0,1,1
10,4,44,19,1,-4.06,1,2.8,0,1,1
3,5,1,1,1,-0.92,1,0.3,0,1,1
7,9,17,38,19,0.79,0,-0.3,0,2,1
9,9,1,37,37,0.32,0,2.6,0,1,1
10,9,42,3,1,-3.12,0,-0.8,0,1,1
151,141,53,38,3,3.51,0,1.4,0,1,1
9,9,1,38,19,3.51,0,1.4,0,1,1
9,9,1,1,1,1.74,0,1.4,0,6,1
9,3,39,19,19,3.51,0,1.4,0,1,1
8,8,17,19,38,-1.7,0,3.7,0,1,1
2,2,39,4,3,-0.92,0,0.3,0,1,1
9,9,1,1,1,0.32,0,2.6,0,1,1
10,9,43,12,19,-3.12,0,-0.8,0,4,1
9,9,1,1,3,-1.7,0,3.7,0,2,1
5,5,1,37,37,0.32,0,2.6,0,1,1
8,9,1,37,37,1.74,0,1.4,0,4,1
5,5,17,1,12,0.79,0,-0.3,0,5,1
8,9,1,38,37,0.79,0,-0.3,0,1,1
7,7,17,37,37,1.74,0,1.4,0,1,1
3,3,1,19,1,-1.7,1,3.7,0,1,1
90,90,17,19,38,0.32,0,2.6,0,1,1
8,9,17,38,38,-4.06,1,2.8,0,1,1
3,9,1,37,37,0.32,0,2.6,0,3,1
4,5,1,1,37,0.79,0,-0.3,0,4,1
3,9,1,1,19,1.74,0,1.4,0,2,1
4,9,44,1,37,2.02,1,0.6,0,1,1
4,7,17,37,19,1.74,0,1.4,0,1,1
9,9,17,37,38,-4.06,0,2.8,0,1,1
4,9,7,1,1,-0.92,0,0.3,0,1,1
4,4,39,1,1,-4.06,0,2.8,0,1,1
8,3,1,37,1,0.79,1,-0.3,0,1,1
7,7,1,19,38,1.74,1,1.4,0,6,1
182,191,1,37,37,3.51,1,1.4,1,2,1
7,4,1,37,1,-3.12,0,-0.8,0,1,1
1,1,1,1,1,1.79,0,0.5,0,1,1
9,9,1,37,19,-1.7,1,3.7,0,1,1
9,9,1,37,1,-1.7,1,3.7,0,6,1
8,7,17,37,37,-3.12,1,-0.8,0,2,1
8,9,17,37,37,-0.92,0,0.3,0,1,1
7,4,17,37,19,2.02,1,0.6,0,2,1
5,4,1,19,3,-1.7,0,3.7,0,1,1
5,7,17,37,38,-3.12,1,-0.8,0,1,1
6,6,44,38,37,2.02,0,0.6,0,1,1
7,9,1,37,19,0.79,0,-0.3,0,3,1
6,5,17,38,1,1.79,0,0.5,0,2,1
9,9,1,37,19,1.74,0,1.4,0,1,1
9,9,39,37,19,-1.7,1,3.7,0,1,1
7,5,1,19,1,0.79,1,-0.3,0,1,1
193,191,39,38,38,-1.7,1,3.7,1,1,1
7,9,1,37,37,3.51,1,1.4,0,1,1
5,7,17,37,37,-0.92,1,0.3,0,5,1
9,9,1,37,37,-1.7,1,3.7,0,5,1
5,4,17,1,1,-4.06,0,2.8,0,3,1
7,9,39,19,19,1.74,0,1.4,0,1,1
3,4,43,19,1,1.74,0,1.4,0,2,1
1,5,1,38,1,-3.12,0,-0.8,0,1,1
0,5,17,1,19,-0.92,0,0.3,0,1,1
3,4,39,5,1,-1.7,0,3.7,0,1,1
9,6,44,38,38,0.79,1,-0.3,0,1,1
5,3,1,38,19,1.74,0,1.4,0,1,1
7,5,51,38,1,-0.92,0,0.3,0,1,1
10,5,43,19,1,-1.7,0,3.7,0,1,1
2,4,44,3,1,-4.06,0,2.8,0,1,1
1,4,17,19,1,0.79,0,-0.3,0,4,1
0,0,1,37,37,0.32,0,2.6,0,3,1
7,9,17,3,3,0.79,0,-0.3,0,3,1
6,6,1,3,3,1.74,1,1.4,0,1,1
7,5,51,38,38,1.79,1,0.5,0,1,1
7,5,42,37,19,-0.92,0,0.3,0,1,1
9,9,1,1,37,-1.7,1,3.7,0,1,1
7,9,1,19,1,1.79,1,0.5,0,4,1
3,3,1,19,19,-1.7,0,3.7,0,2,1
8,5,1,38,38,2.02,0,0.6,0,1,1
7,5,17,19,1,2.02,0,0.6,0,4,1
5,2,1,3,3,0.79,1,-0.3,0,1,1
9,9,17,38,19,0.79,0,-0.3,0,2,1
6,4,44,1,1,1.79,1,0.5,1,1,1
9,9,39,37,37,-4.06,0,2.8,0,1,1
9,9,43,37,37,0.32,0,2.6,0,1,1
8,9,17,19,38,0.79,0,-0.3,0,3,1
2,9,39,1,37,-3.12,0,-0.8,0,1,1
7,9,43,37,37,-4.06,0,2.8,0,1,1
9,2,39,1,2,1.74,0,1.4,0,1,1
0,0,1,37,37,0.32,0,2.6,0,1,1
1,9,44,38,1,1.79,0,0.5,0,1,1
9,9,39,37,37,1.74,0,1.4,0,1,1
8,4,39,1,19,1.74,0,1.4,0,1,1
6,9,39,37,37,-4.06,0,2.8,0,1,1
9,9,39,19,1,1.74,0,1.4,0,1,1
90,90,39,37,37,0.32,0,2.6,0,1,1
2,2,1,3,3,1.74,0,1.4,0,1,1
6,6,39,37,37,-3.12,0,-0.8,0,1,1
10,4,43,37,19,-1.7,0,3.7,0,1,1
5,9,1,38,19,0.32,0,2.6,0,1,1
7,9,7,38,37,0.79,0,-0.3,0,1,1
3,3,51,5,12,2.02,0,0.6,0,1,1
7,4,1,1,19,0.32,0,2.6,0,2,1
6,4,44,1,2,0.79,0,-0.3,0,1,1
6,6,1,19,1,0.79,0,-0.3,0,1,1
7,4,39,37,19,-3.12,0,-0.8,0,2,1
10,4,17,3,3,2.02,0,0.6,0,2,1
2,2,1,3,3,3.51,0,1.4,0,1,1
9,9,39,1,1,-3.12,0,-0.8,0,1,1
6,9,43,38,38,-4.06,0,2.8,0,1,1
3,5,1,1,1,-0.92,0,0.3,0,2,1
5,5,1,37,38,-3.12,0,-0.8,0,2,1
9,9,1,37,37,-1.7,1,3.7,1,1,1
3,3,42,37,37,-3.12,1,-0.8,0,1,1
9,9,1,37,37,1.79,1,0.5,0,3,1
3,3,1,1,1,1.79,0,0.5,0,1,1
9,9,43,37,37,-3.12,0,-0.8,0,2,1
2,2,17,3,3,-4.06,0,2.8,0,1,1
9,9,43,37,37,-3.12,0,-0.8,0,3,1
5,5,44,1,1,1.79,0,0.5,0,1,1
1,4,7,37,1,1.79,0,0.5,0,1,1
7,9,39,37,37,3.51,0,1.4,0,1,1
5,5,17,19,19,1.74,0,1.4,0,5,1
9,9,1,1,1,2.02,1,0.6,0,1,1
10,4,1,1,38,-3.12,0,-0.8,0,2,1
4,4,43,1,2,1.79,0,0.5,0,1,1
5,5,17,19,1,-0.92,1,0.3,0,3,1
7,7,17,38,38,3.51,1,1.4,0,1,1
8,3,1,37,19,-4.06,1,2.8,0,1,1
9,9,1,34,1,1.79,1,0.5,0,2,1
1,1,1,1,1,2.02,0,0.6,0,1,1
2,1,1,3,3,-1.7,0,3.7,0,1,1
5,4,1,1,3,1.74,0,1.4,0,1,1
4,5,17,1,19,-1.7,1,3.7,0,3,1
9,9,17,19,1,2.02,1,0.6,0,1,1
2,9,17,40,1,2.02,1,0.6,0,1,1
5,2,17,1,3,3.51,0,1.4,0,3,1
3,3,1,19,19,1.79,1,0.5,0,3,1
8,5,1,38,38,3.51,1,1.4,0,3,1
8,9,44,1,1,1.79,0,0.5,0,1,1
8,4,18,1,1,2.02,0,0.6,0,3,1
9,9,1,37,1,3.51,1,1.4,0,1,1
5,5,17,19,19,3.51,0,1.4,0,4,1
9,9,1,38,38,2.02,0,0.6,0,1,1
3,5,1,3,1,2.02,0,0.6,0,3,1
5,3,17,38,1,-0.92,1,0.3,0,3,1
7,5,17,38,19,2.02,1,0.6,0,2,1
9,9,17,38,19,2.02,1,0.6,0,1,1
3,3,1,4,3,2.02,0,0.6,0,1,1
4,4,1,3,19,2.02,0,0.6,0,1,1
4,4,16,1,1,1.79,0,0.5,0,1,1
90,9,1,37,34,0.32,0,2.6,0,1,1
9,9,1,19,19,0.79,1,-0.3,0,1,1
3,9,1,19,12,0.79,0,-0.3,0,3,1
9,9,1,19,19,1.79,1,0.5,0,2,1
9,9,18,1,1,2.02,1,0.6,0,4,1
3,4,17,3,1,3.51,0,1.4,0,3,1
7,9,1,3,1,2.02,1,0.6,0,3,1
5,4,1,19,19,-3.12,0,-0.8,0,4,1
10,3,1,1,38,-3.12,0,-0.8,0,1,1
5,9,1,38,37,0.32,0,2.6,0,3,1
9,9,1,34,38,-3.12,0,-0.8,0,1,1
131,194,39,1,1,1.79,0,0.5,0,1,1
9,9,17,19,19,2.02,0,0.6,0,1,1
4,4,17,19,1,2.02,1,0.6,0,6,1
1,1,1,3,3,-4.06,0,2.8,0,6,1
9,9,1,19,19,1.74,1,1.4,0,1,1
9,9,39,19,1,-1.7,1,3.7,0,1,1
10,4,1,1,1,1.79,1,0.5,0,4,1
5,4,18,19,19,-0.92,0,0.3,0,1,1
7,9,1,1,19,-3.12,0,-0.8,0,1,1
193,191,1,1,1,3.51,0,1.4,0,1,1
5,5,42,19,19,-0.92,0,0.3,0,1,1
194,194,1,19,1,3.51,0,1.4,1,1,1
9,9,1,38,38,-4.06,1,2.8,0,1,1
10,7,1,19,19,-3.12,0,-0.8,0,2,1
8,9,17,38,38,1.79,1,0.5,0,2,1
5,2,1,2,3,-3.12,0,-0.8,0,1,1
9,4,16,38,2,1.74,1,1.4,0,2,1
0,0,42,34,34,0.32,0,2.6,0,1,1
0,0,16,14,38,0.32,0,2.6,0,6,1
7,9,43,37,37,-3.12,1,-0.8,0,2,1
7,4,1,19,19,0.79,1,-0.3,0,1,1
5,9,1,38,38,1.74,1,1.4,0,3,1
9,9,1,19,1,1.74,0,1.4,0,2,1
9,9,43,37,37,-1.7,1,3.7,0,1,1
7,4,42,1,1,-4.06,0,2.8,0,1,1
5,5,17,37,37,0.32,0,2.6,0,1,1
9,5,43,37,19,-4.06,1,2.8,0,1,1
7,7,17,19,19,0.79,1,-0.3,0,1,1
5,5,43,38,38,1.74,1,1.4,0,2,1
7,7,7,38,37,-3.12,0,-0.8,0,1,1
4,9,1,1,37,0.32,1,2.6,0,2,1
5,5,1,1,1,1.79,1,0.5,0,3,1
6,7,17,38,19,-1.7,1,3.7,0,2,1
5,9,1,37,37,0.32,0,2.6,0,1,1
4,5,1,1,19,1.74,0,1.4,0,1,1
7,9,39,37,37,3.51,0,1.4,0,1,1
5,4,15,19,19,1.79,0,0.5,0,1,1
4,9,44,38,37,-4.06,0,2.8,0,1,1
7,9,39,1,37,0.79,1,-0.3,0,1,1
3,9,39,37,37,1.74,1,1.4,0,1,1
9,9,39,37,37,1.74,1,1.4,0,1,1
7,9,39,37,37,0.32,1,2.6,0,1,1
9,9,1,38,19,1.79,1,0.5,0,1,1
7,7,7,37,37,0.79,0,-0.3,0,1,1
3,3,1,1,1,3.51,0,1.4,0,3,1
5,5,1,19,19,1.79,0,0.5,0,3,1
4,9,1,19,37,-0.92,1,0.3,0,1,1
7,9,16,37,37,1.79,1,0.5,0,1,1
7,7,17,37,37,2.02,0,0.6,0,2,1
3,3,1,19,3,-0.92,0,0.3,1,1,1
0,0,43,34,34,0.32,0,2.6,0,1,1
9,9,39,37,37,0.32,0,2.6,0,1,1
8,4,44,19,1,1.79,0,0.5,0,1,1
9,9,17,37,19,-0.92,1,0.3,0,1,1
4,9,1,1,38,1.79,0,0.5,0,3,1
5,5,1,19,1,-0.92,1,0.3,0,1,1
9,9,43,37,37,-3.12,0,-0.8,0,1,1
4,2,1,1,3,0.32,0,2.6,0,1,1
7,3,1,3,1,1.79,1,0.5,0,1,1
8,2,44,1,4,3.51,0,1.4,0,1,1
0,0,43,34,34,0.32,0,2.6,0,1,1
7,7,43,37,37,0.79,0,-0.3,0,1,1
3,9,39,19,37,-0.92,0,0.3,0,1,1
8,9,39,38,38,0.32,0,2.6,0,1,1
144,192,1,19,19,1.74,1,1.4,0,1,1
6,9,18,38,1,-4.06,0,2.8,0,1,1
5,4,1,38,1,-1.7,0,3.7,0,1,1
3,3,1,19,19,-1.7,0,3.7,0,1,1
6,4,7,1,1,-0.92,0,0.3,0,1,1
2,9,17,3,1,-0.92,0,0.3,0,1,1
2,2,1,3,3,1.79,0,0.5,0,1,1
9,4,44,19,3,1.79,0,0.5,0,2,1
192,191,7,37,37,-1.7,0,3.7,0,1,1
8,9,39,37,37,-1.7,1,3.7,0,1,1
3,3,17,19,1,2.02,0,0.6,0,1,1
5,2,1,4,3,2.02,0,0.6,0,1,1
7,7,17,19,19,1.79,1,0.5,0,2,1
5,5,17,19,3,-1.7,0,3.7,0,1,1
6,9,17,37,37,-1.7,1,3.7,0,6,1
10,9,53,37,37,3.51,0,1.4,0,1,1
5,5,1,37,19,-1.7,1,3.7,0,1,1
3,3,17,38,1,2.02,0,0.6,0,3,1
10,9,1,19,19,-4.06,0,2.8,0,2,1
3,4,17,1,19,-0.92,0,0.3,0,1,1
5,4,17,38,1,-1.7,1,3.7,0,1,1
143,191,18,38,37,3.51,1,1.4,0,2,1
8,9,17,19,19,1.79,0,0.5,0,1,1
5,3,51,1,3,2.02,1,0.6,0,1,1
9,4,17,1,1,-4.06,1,2.8,1,3,1
7,4,1,38,1,-3.12,1,-0.8,0,2,1
9,4,44,1,19,2.02,0,0.6,0,1,1
2,2,43,3,41,1.74,0,1.4,0,2,1
9,9,17,38,38,2.02,0,0.6,0,1,1
171,191,18,38,38,3.51,0,1.4,0,2,1
90,4,1,19,30,0.32,0,2.6,0,1,1
9,9,1,37,19,3.51,1,1.4,0,5,1
4,9,17,19,19,0.79,0,-0.3,0,2,1
9,9,1,1,1,-1.7,1,3.7,0,4,1
3,4,1,19,1,0.79,1,-0.3,0,2,1
8,8,1,37,37,0.79,0,-0.3,0,1,1
9,9,17,37,1,1.74,1,1.4,0,1,1
2,4,1,3,1,1.74,0,1.4,0,1,1
9,4,42,38,1,0.79,1,-0.3,0,1,1
5,4,17,19,1,-0.92,0,0.3,0,4,1
7,9,18,37,37,1.74,1,1.4,0,6,1
6,9,43,37,37,-3.12,0,-0.8,0,1,1
9,9,1,38,38,-4.06,1,2.8,0,6,1
7,4,1,19,19,0.79,0,-0.3,0,5,1
4,4,1,1,2,1.74,0,1.4,0,6,1
6,9,1,19,1,2.02,1,0.6,0,1,1
5,5,1,38,38,1.79,0,0.5,0,1,1
8,4,1,38,1,0.79,1,-0.3,0,1,1
7,4,17,37,19,0.79,0,-0.3,0,2,1
2,2,44,3,3,1.79,0,0.5,0,1,1
7,9,1,37,37,0.79,1,-0.3,0,2,1
7,5,1,19,19,1.79,1,0.5,0,1,1
7,1,1,38,1,0.32,0,2.6,0,1,1
10,4,1,19,19,-1.7,0,3.7,0,1,1
10,9,39,11,37,2.02,0,0.6,0,1,1
4,4,1,1,19,-3.12,0,-0.8,0,1,1
6,5,1,37,38,0.32,1,2.6,0,6,1
3,3,1,38,37,-4.06,0,2.8,0,1,1
8,9,43,19,1,0.79,0,-0.3,0,1,1
9,9,1,19,19,1.79,0,0.5,0,2,1
4,4,1,1,1,-3.12,1,-0.8,0,1,1
8,8,44,19,19,1.79,1,0.5,0,1,1
90,1,1,3,3,0.32,0,2.6,0,1,1
5,9,1,37,37,-3.12,0,-0.8,0,1,1
7,4,1,19,19,2.02,0,0.6,0,2,1
9,4,1,37,1,1.79,1,0.5,0,2,1
0,4,1,19,1,2.02,1,0.6,0,1,1
9,9,1,19,19,1.79,1,0.5,0,2,1
4,9,1,19,1,2.02,1,0.6,0,1,1
3,9,1,1,19,0.79,1,-0.3,0,2,1
5,9,17,38,12,3.51,1,1.4,0,1,1
103,132,1,19,38,-0.92,0,0.3,1,1,1
5,4,17,1,1,0.32,0,2.6,0,1,1
7,0,17,38,37,0.32,0,2.6,0,3,1
9,9,17,1,19,1.79,1,0.5,0,3,1
9,9,1,38,37,-3.12,0,-0.8,0,1,1
3,5,1,4,1,1.74,1,1.4,0,1,1
9,1,1,37,19,-3.12,1,-0.8,0,2,1
5,0,1,19,19,0.32,0,2.6,0,1,1
8,8,1,19,38,-4.06,1,2.8,1,3,1
7,90,17,36,19,0.32,0,2.6,0,4,1
6,6,44,38,38,1.79,0,0.5,0,1,1
7,6,1,19,1,1.79,1,0.5,0,5,1
7,9,1,19,19,-4.06,1,2.8,0,1,1
7,9,18,37,38,-3.12,0,-0.8,0,1,1
5,9,1,19,38,0.79,0,-0.3,0,1,1
9,5,17,38,19,0.32,1,2.6,0,1,1
5,5,1,1,1,0.32,0,2.6,0,3,1
8,4,42,19,1,-4.06,0,2.8,0,1,1
9,9,44,38,37,-4.06,1,2.8,1,1,1
9,9,1,37,38,-0.92,1,0.3,0,1,1
9,9,1,38,37,-3.12,1,-0.8,0,2,1
10,2,39,37,3,-4.06,0,2.8,0,1,1
9,9,1,38,37,1.74,1,1.4,1,1,1
6,9,1,37,37,1.79,1,0.5,0,1,1
8,5,17,38,37,-1.7,1,3.7,0,5,1
7,7,1,37,19,-3.12,1,-0.8,0,3,1
3,9,42,2,1,-1.7,0,3.7,0,1,1
5,9,1,1,19,0.79,1,-0.3,0,1,1
9,9,1,38,37,1.74,1,1.4,0,3,1
3,3,17,37,38,1.74,0,1.4,0,4,1
6,4,1,19,19,-4.06,0,2.8,0,1,1
6,5,1,19,38,-4.06,0,2.8,0,6,1
5,9,1,19,19,-1.7,1,3.7,1,1,1
0,0,1,11,19,0.32,0,2.6,0,2,1
7,5,51,38,19,3.51,0,1.4,0,1,1
4,4,1,19,19,-1.7,0,3.7,0,1,1
5,4,1,19,12,3.51,1,1.4,0,1,1
7,7,1,37,1,1.74,0,1.4,0,3,1
7,9,16,37,38,3.51,1,1.4,0,4,1
7,9,1,37,1,-4.06,1,2.8,0,2,1
9,3,1,19,19,2.02,1,0.6,0,1,1
9,9,39,37,37,0.32,0,2.6,0,1,1
5,9,17,1,38,1.74,0,1.4,0,3,1
4,3,39,37,37,-4.06,1,2.8,0,1,1
9,5,39,37,19,1.79,0,0.5,0,1,1
0,0,43,19,19,0.32,0,2.6,0,2,1
7,5,1,37,19,-3.12,0,-0.8,0,1,1
7,5,1,19,38,1.79,0,0.5,0,1,1
3,4,17,19,1,1.74,1,1.4,0,4,1
9,9,18,37,1,-1.7,0,3.7,0,1,1
6,5,16,37,37,-3.12,0,-0.8,0,2,1
1,9,1,1,2,-0.92,0,0.3,0,2,1
9,9,18,37,38,-1.7,1,3.7,0,1,1
9,9,16,1,1,-1.7,0,3.7,0,1,1
5,5,1,19,19,1.79,0,0.5,0,3,1
9,9,1,19,19,-0.92,1,0.3,0,1,1
7,5,17,1,19,0.79,0,-0.3,1,1,1
4,4,1,19,1,2.02,1,0.6,0,1,1
4,4,1,1,1,1.74,0,1.4,0,6,1
7,7,1,19,19,0.79,1,-0.3,0,1,1
6,3,7,1,1,0.79,0,-0.3,0,1,1
9,9,39,37,38,-4.06,0,2.8,0,1,1
4,4,1,19,1,1.74,0,1.4,0,1,1
5,5,7,19,1,1.79,0,0.5,0,1,1
4,4,1,19,1,2.02,0,0.6,0,1,1
8,4,39,37,37,-3.12,0,-0.8,0,1,1
163,194,1,38,1,3.51,1,1.4,1,6,1
9,1,7,38,38,1.74,0,1.4,0,1,1
0,90,43,34,37,0.32,0,2.6,1,2,1
4,9,39,1,38,-3.12,1,-0.8,0,1,1
0,0,1,37,37,0.32,0,2.6,0,1,1
7,3,1,38,3,-0.92,1,0.3,0,1,1
8,5,17,19,19,-0.92,0,0.3,0,4,1
